"data_d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
0.893270270262119,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.74986236216297,-1.54823886027471,-1.54668068971905,-1.33047835391751,0.451439114735004,0.394769154282091,-0.777441665353081,-0.752006413337216,1.33614003563991,-1.0820070021628,-0.575309367221704,-1.40426883361308,-1.08210495203404,-0.792482477723451,-0.737731499022949,-1.51513149747143,-1.82827630944946,-0.843384358999851
0.57608076117677,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.68226282757355,-0.595476484721042,-0.30579073808199,-0.442012007394966,-0.633988264955716,0.674251741384456,-0.904193271362472,-0.782250491963262,1.22780491238036,0.954911543151928,0.225844406271676,-0.156372916223565,-0.489850190440271,-0.794320962000329,-0.799039029930496,0.0541314569810942,-0.250515515484142,-0.770840034317993
1.24570305813473,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.548812885749873,-0.436682755462097,-0.128520744990982,-0.442012007394966,-0.831338697626755,0.674251741384456,-0.772860282003344,-0.673371808909495,1.07404375122991,0.843470178270939,0.586105456244148,-0.237198151338203,-0.531392015419826,-0.794627376046475,-0.773985471626931,-0.209393535258412,-0.308627759735175,-0.776759651212032
2.10328950862475,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.68226282757355,-0.913063943238931,-0.128520744990982,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.768278898653607,-0.610867379749,1.13187229288708,1.3138048522956,0.287967699830837,-0.204137372690777,-0.494844289618141,-0.791869649631159,-0.750110904302357,-0.197025235938369,-0.259324900151732,-0.788598885000112
1.97406415307146,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.949162711220904,-1.38944513101576,-0.483060731172999,-0.619705276699476,-0.732663481291235,0.674251741384456,-0.745371981904922,-0.574574485397744,1.18970083454424,1.56035801496419,1.06217901282624,-0.236001340352872,-0.561583614995131,-0.794627376046475,-0.773101228392687,-0.269697855593211,-0.284377206436754,-0.790107806953494
1.25745081773048,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.08261265304458,-0.913063943238931,-0.837600717355017,-0.797398546003985,-0.633988264955716,1.23321691558919,-0.381915569492452,-0.173336375625528,1.03265226275696,1.83236406815456,1.46045400135674,-0.15574301570497,-0.442860257266676,-0.792176063677305,-0.763669300560757,0.364980584537472,-0.130401040269309,-0.712340290894542
1.50415376924131,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.21606259486826,-0.913063943238931,-1.90122067590107,-0.797398546003985,0.846139980077083,0.115286567179725,-0.348318758261047,-0.266084883412071,1.1402402472354,-0.150559606436067,-0.237843633187682,-1.12364815257879,-0.885973057048597,-0.794320962000329,-0.811713182954653,-0.656107404817616,-1.01765454907089,-0.819938033262674
1.17521650056021,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.74986236216297,-1.8658263187926,-1.01487071044603,-1.50817162322202,0.451439114735004,0.115286567179725,-0.693449637274569,-0.516102600054054,0.907581230800761,-0.83747798627755,-0.511750882062166,-1.44740802055804,-0.959522517668137,-0.793095305815744,-0.75924808438954,-1.67604997399435,-1.6102885807592,-0.798580984076335
1.28094633692199,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.68226282757355,-1.07185767249788,-0.128520744990982,-0.619705276699476,-0.535313048620196,0.394769154282091,-0.629310270378251,-0.620948739291015,0.680002758077602,1.10265159997585,0.664780050337524,-0.146816425498588,-0.371126832711816,-0.791869649631159,-0.810828939720409,0.146391880988945,-0.441728653695938,-0.770956105237484
1.09298218338993,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.68226282757355,-1.07185767249788,-0.30579073808199,-0.619705276699476,-0.732663481291235,0.394769154282091,-0.757589004170888,-0.630021962878829,0.631289309549861,1.35760346123798,0.851215166996843,-0.190396542806558,-0.455799514227521,-0.791869649631159,-0.753942624984079,-0.239420706578988,-0.0970441567527056,-0.778732856843379
1.92707311468844,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.68226282757355,-1.23065140175682,-0.30579073808199,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.476597492053684,-0.51307819219145,0.818372860337382,1.74847526844374,0.978266901334084,-0.12937717971233,-0.438547171613061,-0.793095305815744,-0.777522444563905,0.0163773632195508,-0.0106527979002078,-0.7848846155764
1.12822546217719,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.815712769397227,-1.38944513101576,-0.483060731172999,-0.442012007394966,-0.732663481291235,0.674251741384456,-0.627783142595006,-0.475777161885992,0.830924791859868,1.39424958136015,1.7913681789293,-0.185384334394306,-0.389741202374786,-0.791256821538867,-0.749226661068114,-0.048284777207498,-0.107407556468398,-0.77176860167392
1.64512688439035,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.21606259486826,-1.07185767249788,-1.19214070353703,-0.797398546003985,-0.633988264955716,1.23321691558919,-0.178807574320777,0.069624389337044,0.860959770860101,1.6246775448406,2.23881245891167,-0.112108906923977,-0.303252484794401,-0.78941833726199,-0.760721823113279,0.325838554924629,-0.1752200220388,-0.737295538585102
1.86833431670967,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.21606259486826,-1.23065140175682,-1.90122067590107,-0.797398546003985,0.944815196412603,0.394769154282091,-0.0291490515627015,0.146242721856361,0.753670641894094,-0.0390502664765327,-0.109617651177406,-1.09892905651334,-0.752267401786532,-0.794933790092621,-0.799039029930496,-0.569238290769784,-0.981793424744286,-0.802063111661064
1.53939704802857,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-1.08261265304458,-1.07185767249788,-0.837600717355017,-0.975091815308495,0.451439114735004,0.115286567179725,-0.313194819246397,-0.124945849823854,0.53729925088744,-0.362143367586594,-0.428929143409261,-1.34273655152514,-0.804024429629912,-0.794627376046475,-0.785480633672096,-1.43930244305799,-1.41859043148144,-0.778616785923888
1.44541497126254,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.415362943926195,-0.754270213979987,-0.128520744990982,-0.0866254687859478,-0.436637832284676,0.394769154282091,-0.519357069984563,-0.432427315855326,0.453021996379324,0.770842583239045,3.3096890590161,0.100140572106191,-0.215174735657421,-0.772871978770096,-0.803165498356966,0.327025016216869,0.142798764461189,-0.728242006864806
0.6700628379428,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.148463060278841,-0.119095296944208,-0.30579073808199,0.0910678005185615,-0.535313048620196,0.394769154282091,-0.517829942201316,-0.359841527152814,0.257869346755919,0.819361683747041,2.88121913032183,0.106943497707022,-0.294399308979086,-0.791256821538867,-0.777817192308653,0.140142438647747,0.146569972953719,-0.740197311572376
1.39842393287953,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.652236590663222,0.0396984323147361,0.0487492481000271,0.62414760843209,-0.436637832284676,0.115286567179725,-0.281125135798237,-0.126962121732257,-0.555167074837455,1.16343642576794,4.3400168366969,0.579395882390148,-0.270790840138246,-0.1824121118464,0.006801304210056,0.440235063356557,0.419126395657933,-0.331279462205679
1.51590152883706,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.785686532486899,0.0396984323147361,0.0487492481000271,0.62414760843209,-0.436637832284676,0.115286567179725,-0.0169320292967364,0.208747151016858,1.13456199249904,1.05827897925909,3.19235748597232,0.536589642862166,-0.145257347167241,-0.285060817305371,-0.158552180593474,0.39248559285945,0.451384580637343,-0.22762813110024
